File,SentenceNumber,Sentence,EntityType,Role,Sarcasm,Non-Offensive
B_2,60,"‎24 / 04 / 18 , 17 : 19 - SupportoBullo2 : Esatto quindi state zitti",Curse_or_Exclusion,Bystander_assistant,False,False
B_2,61,"‎24 / 04 / 18 , 17 : 19 - SupportoVittima2 : Sono messa meglio di te tesorooo",Defense,Bystander_defender,False,False
B_2,63,"‎24 / 04 / 18 , 17 : 19 - Bullo1 : Io a te ti spacco di schiaffi",Threat_or_Blackmail,Harasser,False,False
B_2,65,"‎24 / 04 / 18 , 17 : 19 - SupportoVittima1 : Ma secondo te se dei compagni portano delle sigarette a scuola vengono premiati ? La coerenza ragazzina",Insult-General_Insult,Bystander_defender,False,False
B_2,71,"‎24 / 04 / 18 , 17 : 20 - SupportoVittima2 : Siete solo dei bambini",Defense,Bystander_defender,False,False
B_2,73,"‎24 / 04 / 18 , 17 : 21 - SupportoVittima2 : Non ho come padre uno come te . Mi farebbe solo schifo",Defense,Bystander_defender,False,False
B_2,73,"‎24 / 04 / 18 , 17 : 21 - SupportoVittima2 : Non ho come padre uno come te . Mi farebbe solo schifo",Insult-General_Insult,Bystander_defender,False,False
B_2,74,"‎24 / 04 / 18 , 17 : 21 - SupportoBullo1 : Ma tu fai schifo !",Insult-General_Insult,Bystander_assistant,False,False
B_2,75,"‎24 / 04 / 18 , 17 : 21 - SupportoBullo2 : Anche tu lo sei . . . sei più bambina di tutti BAMBOCCIA",Insult-General_Insult,Bystander_assistant,False,False
B_2,77,"‎24 / 04 / 18 , 17 : 21 - SupportoVittima2 : Bamboccia sei u",Insult-General_Insult,Bystander_defender,False,False
B_2,80,"‎24 / 04 / 18 , 17 : 22 - SupportoBullo2 : Impara a scrivere prima grazie",Insult-General_Insult,Bystander_assistant,False,False
B_2,81,"‎24 / 04 / 18 , 17 : 22 - SupportoVittima2 : Parla quello che rompe gli specchi",Insult-BodyShame,Bystander_defender,False,False
B_2,85,"‎24 / 04 / 18 , 17 : 22 - SupportoVittima2 : Lasciate stare Vittima .",Defense,Bystander_defender,False,False
B_2,86,"‎24 / 04 / 18 , 17 : 22 - SupportoVittima2 : Ha fatto la cosa giusta .",Defense,Bystander_defender,False,False
B_2,87,"‎24 / 04 / 18 , 17 : 23 - SupportoBullo2 : Dai dai state zitti idioti",Insult-General_Insult,Bystander_assistant,False,False
B_2,87,"‎24 / 04 / 18 , 17 : 23 - SupportoBullo2 : Dai dai state zitti idioti",Curse_or_Exclusion,Bystander_assistant,False,False
B_2,88,"‎24 / 04 / 18 , 17 : 23 - SupportoVittima2 : Idioti ?",Defense,Bystander_defender,False,False
B_2,89,"‎24 / 04 / 18 , 17 : 23 - SupportoVittima2 : Ma chiudi la boccaa",Curse_or_Exclusion,Bystander_defender,False,False
B_2,90,"‎24 / 04 / 18 , 17 : 23 - Bullo1 : Cela vediamo dopo perceh ho una vita spciale IO",Threat_or_Blackmail,Harasser,False,False
B_2,91,"‎24 / 04 / 18 , 17 : 24 - SupportoVittima2 : Scusa se ti facciamo perdere tempo Tossico .",Insult-General_Insult,Bystander_defender,False,False
B_2,92,"‎24 / 04 / 18 , 17 : 24 - SupportoBullo2 : Tossica sarai tu ok ? ?",Insult-General_Insult,Bystander_assistant,False,False
B_2,94,"‎24 / 04 / 18 , 17 : 26 - SupportoBullo2 : Stai zitta cretina che a te ti importa solo della scuola che stai tutto il giorno davanti ai libri SECCHIONA",Insult-General_Insult,Bystander_assistant,False,False
B_2,94,"‎24 / 04 / 18 , 17 : 26 - SupportoBullo2 : Stai zitta cretina che a te ti importa solo della scuola che stai tutto il giorno davanti ai libri SECCHIONA",Curse_or_Exclusion,Bystander_assistant,False,False
B_2,95,"‎24 / 04 / 18 , 17 : 26 - Bullo1 : Ti infilero i denti cosi infondo per la gola i denti che ti toccera usare lo spazzolino per il culo per tirarli fuori",Threat_or_Blackmail,Harasser,False,False
B_2,96,"‎24 / 04 / 18 , 17 : 26 - SupportoVittima2 : Sono superiore a voi . Non perdo tempo a fumare",Defense,Bystander_defender,False,False
B_2,97,"‎24 / 04 / 18 , 17 : 26 - SupportoVittima2 : Che paura . . 😂",Defense,Bystander_defender,True,False
B_2,98,"‎24 / 04 / 18 , 17 : 26 - SupportoVittima2 : Mi fai solo ridere",Defense,Bystander_defender,False,False
B_2,100,"‎24 / 04 / 18 , 17 : 27 - SupportoBullo1 : Secchiona ! !",Insult-General_Insult,Bystander_assistant,False,False
B_2,101,"‎24 / 04 / 18 , 17 : 27 - SupportoVittima2 : Taci",Curse_or_Exclusion,Bystander_defender,False,False
B_2,102,"‎24 / 04 / 18 , 17 : 27 - SupportoBullo2 : Ma taci tu idiota",Curse_or_Exclusion,Bystander_assistant,False,False
B_2,102,"‎24 / 04 / 18 , 17 : 27 - SupportoBullo2 : Ma taci tu idiota",Insult-General_Insult,Bystander_assistant,False,False
B_2,103,"‎24 / 04 / 18 , 17 : 27 - SupportoVittima2 : Siete dei bulletti di merda .",Insult-General_Insult,Bystander_defender,False,False
B_2,105,"‎24 / 04 / 18 , 17 : 27 - Bullo1 : Ooo scusa ho usato pare troppo pesanti i bimbi poi si traumatizzato",Insult-General_Insult,Harasser,True,False
B_2,107,"‎24 / 04 / 18 , 17 : 28 - SupportoVittima2 : Ahah non fai ridere .",Defense,Bystander_defender,False,False
B_2,108,"‎24 / 04 / 18 , 17 : 28 - SupportoVittima2 : Galletto",Insult-General_Insult,Bystander_defender,False,False
B_2,109,"‎24 / 04 / 18 , 17 : 28 - SupportoBullo1 : Tacchinardi spiumata",Insult-General_Insult,Bystander_assistant,False,False
B_2,110,"‎24 / 04 / 18 , 17 : 28 - SupportoBullo1 : Tacchina",Insult-General_Insult,Bystander_assistant,False,False
B_2,111,"‎24 / 04 / 18 , 17 : 28 - Bullo1 : Infatti le battute di tua mamma fanno ridere",Insult-Attacking_relatives,Harasser,False,False
B_2,112,"‎24 / 04 / 18 , 17 : 29 - SupportoVittima2 : Gallina fritta",Insult-General_Insult,Bystander_defender,False,False
B_2,113,"‎24 / 04 / 18 , 17 : 29 - Bullo1 : ⚫ la tua faccia dipo che ti avrò messo le mani afdosso",Threat_or_Blackmail,Harasser,False,False
B_2,114,"‎24 / 04 / 18 , 17 : 29 - SupportoBullo2 : E tu una secchiona di merda tutto qua 💩 🤓",Insult-General_Insult,Bystander_assistant,False,False
B_2,114,"‎24 / 04 / 18 , 17 : 29 - SupportoBullo2 : E tu una secchiona di merda tutto qua 💩 🤓",Insult-BodyShame,Bystander_assistant,False,False
B_2,115,"‎24 / 04 / 18 , 17 : 29 - SupportoVittima2 : Mi sto cagando in mano guarda ahahahaha",Defense,Bystander_defender,True,False
B_2,116,"‎24 / 04 / 18 , 17 : 29 - SupportoVittima2 : Meglio secchia che merda 🤷‍♀",Defense,Bystander_defender,False,False
B_2,118,"‎24 / 04 / 18 , 17 : 30 - Bullo1 : Per quanto sei cessa credevo che ti cagassi in bocca",Insult-BodyShame,Harasser,False,False
B_2,119,"‎24 / 04 / 18 , 17 : 31 - SupportoBullo2 : Sta zitta che ogni volta che mi tocchi mi sporchi",Curse_or_Exclusion,Bystander_assistant,False,False
B_2,119,"‎24 / 04 / 18 , 17 : 31 - SupportoBullo2 : Sta zitta che ogni volta che mi tocchi mi sporchi",Insult-General_Insult,Bystander_assistant,False,False
B_2,120,"‎24 / 04 / 18 , 17 : 31 - SupportoVittima2 : Cago in bocca a te bidone",Threat_or_Blackmail,Bystander_defender,False,False
B_2,120,"‎24 / 04 / 18 , 17 : 31 - SupportoVittima2 : Cago in bocca a te bidone",Insult-BodyShame,Bystander_defender,False,False
B_2,121,"‎24 / 04 / 18 , 17 : 31 - SupportoBullo2 : Bidone sarai te",Defense,Bystander_assistant,False,False
B_2,122,"‎24 / 04 / 18 , 17 : 31 - SupportoBullo1 : Meglio essere bidoni che secchioni",Insult-General_Insult,Bystander_assistant,False,False
B_2,123,"‎24 / 04 / 18 , 17 : 32 - SupportoVittima2 : Non penso proprio",Defense,Bystander_defender,False,False
B_2,125,"‎24 / 04 / 18 , 17 : 32 - Bullo1 : Dai raga poveri bimbi",Insult-General_Insult,Harasser,True,False
B_2,128,"‎24 / 04 / 18 , 17 : 33 - SupportoVittima2 : Non sapete niente . Rischiate l'anno per fumare . .",Defense,Bystander_defender,False,False
B_2,130,"‎24 / 04 / 18 , 17 : 33 - SupportoVittima2 : Mi fate ridere giuro",Defense,Bystander_defender,False,False
B_2,137,"‎24 / 04 / 18 , 17 : 34 - SupportoVittima2 : Vai a fumare vah",Curse_or_Exclusion,Bystander_defender,False,False
B_2,140,"‎24 / 04 / 18 , 17 : 35 - SupportoBullo2 : Ma stai zitta che almeno lui fa qualcosa non come te che stai tutto il giorno a studiare",Curse_or_Exclusion,Bystander_assistant,False,False
B_2,145,"‎24 / 04 / 18 , 17 : 35 - SupportoVittima2 : Meglio studiare che rovinarsi la vita !",Defense,Bystander_defender,False,False
B_2,146,"‎24 / 04 / 18 , 17 : 35 - SupportoBullo1 : Che simpatica",Insult-General_Insult,Bystander_assistant,True,False
B_2,148,"‎24 / 04 / 18 , 17 : 36 - SupportoBullo1 : Sembri un registratore rotto ! !",Insult-General_Insult,Bystander_assistant,False,False
B_2,149,"‎24 / 04 / 18 , 17 : 36 - SupportoVittima2 : Siete simpatici come dei calli sotto i piedi .",Insult-General_Insult,Bystander_defender,False,False
B_2,150,"‎24 / 04 / 18 , 17 : 36 - SupportoVittima2 : E inutili come i rotoli di carta igienica finita",Insult-General_Insult,Bystander_defender,False,False
B_2,151,"‎24 / 04 / 18 , 17 : 36 - SupportoBullo1 : È tu come una buffa sulla mano",Insult-General_Insult,Bystander_assistant,False,False
B_2,152,"‎24 / 04 / 18 , 17 : 37 - SupportoVittima2 : Scusa se ti infastidisco",Other,Bystander_defender,True,False
B_2,158,"‎24 / 04 / 18 , 17 : 38 - Bullo1 : Sì sono tossico E infatti sono dipendente da tua madre",Insult-Attacking_relatives,Harasser,False,False
B_2,159,"‎24 / 04 / 18 , 17 : 38 - SupportoVittima2 : Mia madre punta in alto . Non alle merda nel sottosuolo",Defense,Bystander_defender,False,False
B_2,159,"‎24 / 04 / 18 , 17 : 38 - SupportoVittima2 : Mia madre punta in alto . Non alle merda nel sottosuolo",Insult-General_Insult,Bystander_defender,False,False
B_2,161,"‎24 / 04 / 18 , 17 : 39 - Bullo1 : Sì tua madre si mette in ginocchio poi punta in alto con le mani per prendermi le palle",Insult-Attacking_relatives,Harasser,False,False
B_2,165,"‎24 / 04 / 18 , 17 : 42 - SupportoVittima2 : Basta chiedere a tua mamma .",Insult-Attacking_relatives,Bystander_defender,False,False
B_2,166,"‎24 / 04 / 18 , 17 : 43 - SupportoBullo1 : Cmq resta il fatto che Vittima è uno spione",Insult-General_Insult,Bystander_assistant,False,False
B_2,167,"‎24 / 04 / 18 , 17 : 43 - SupportoVittima2 : Non lo è !",Defense,Bystander_defender,False,False
B_2,168,"‎24 / 04 / 18 , 17 : 43 - SupportoVittima2 : Lasciatelo stare .",Defense,Bystander_defender,False,False
B_2,169,"‎24 / 04 / 18 , 17 : 43 - SupportoVittima2 : Ha fatto la cosa giusta",Defense,Bystander_defender,False,False
B_2,170,"‎24 / 04 / 18 , 17 : 43 - SupportoVittima2 : Ve lo siete meritato",Defense,Bystander_defender,False,False
B_2,171,"‎24 / 04 / 18 , 18 : 51 - Vittima : Ma cosa volete da me ?",Defense,Victim,False,False
B_2,172,"‎24 / 04 / 18 , 18 : 51 - Vittima : Ho solo detto quello che ho visto . Non voglio mica passarci io per le cose che fanno gli altri ! ! ! !",Defense,Victim,False,False
B_2,173,"‎24 / 04 / 18 , 18 : 52 - SupportoVittima2 : Esatto",Defense,Bystander_defender,False,False
B_2,174,"‎24 / 04 / 18 , 18 : 56 - SupportoVittima1 : Infatti non rompete tossici . . .",Insult-General_Insult,Bystander_defender,False,False
B_2,175,"‎24 / 04 / 18 , 20 : 09 - SupportoBullo1 : Ma state zitti secchi / bidoni",Insult-BodyShame,Bystander_assistant,False,False
B_2,175,"‎24 / 04 / 18 , 20 : 09 - SupportoBullo1 : Ma state zitti secchi / bidoni",Curse_or_Exclusion,Bystander_assistant,False,False
B_2,176,"‎24 / 04 / 18 , 20 : 10 - SupportoVittima2 : Ma chiudi la bocca tacchino",Insult-General_Insult,Bystander_defender,False,False
B_2,176,"‎24 / 04 / 18 , 20 : 10 - SupportoVittima2 : Ma chiudi la bocca tacchino",Curse_or_Exclusion,Bystander_defender,False,False
B_2,178,"‎24 / 04 / 18 , 20 : 11 - SupportoVittima2 : Tacchinaaa",Insult-General_Insult,Bystander_defender,False,False
B_2,179,"‎24 / 04 / 18 , 20 : 12 - SupportoBullo1 : Studi tanto e non sai neanche capire la differenza tra maschi e femmine ! !",Insult-General_Insult,Bystander_assistant,False,False
B_2,180,"‎24 / 04 / 18 , 20 : 13 - SupportoVittima2 : Ma chiudi la boccaa",Curse_or_Exclusion,Bystander_defender,False,False
B_2,181,"‎24 / 04 / 18 , 20 : 14 - SupportoVittima1 : Basta ragazzi ! Lui si sentiva moralmente di fare ciò che ha fatto e basta",Defense,Bystander_defender,False,False
B_2,184,"‎24 / 04 / 18 , 20 : 36 - SupportoBullo1 : Ma dai state zitti",Curse_or_Exclusion,Bystander_assistant,False,False
B_2,185,"‎24 / 04 / 18 , 20 : 46 - SupportoBullo2 : Esatto state zitti",Encouragement_to_the_Harasser,Bystander_assistant,False,False
B_2,185,"‎24 / 04 / 18 , 20 : 46 - SupportoBullo2 : Esatto state zitti",Curse_or_Exclusion,Bystander_assistant,False,False
B_2,186,"‎24 / 04 / 18 , 20 : 47 - Bullo1 : Raga se vi intromette peggio per VOI perche pocchio voi e anche lui quindi",Threat_or_Blackmail,Harasser,False,False
B_2,187,"‎24 / 04 / 18 , 20 : 48 - Bullo1 : Questa vasta scelta di diffonderlo è come la vostra vita cioè inutile",Curse_or_Exclusion,Harasser,False,False
B_2,189,"‎24 / 04 / 18 , 20 : 49 - SupportoBullo1 : Quindi siamo in tre conto tre babbuini",Insult-General_Insult,Bystander_assistant,False,False
B_2,190,"‎24 / 04 / 18 , 21 : 02 - SupportoVittima2 : Babbuina sarai tu",Defense,Bystander_defender,False,False
B_2,191,"‎24 / 04 / 18 , 21 : 03 - Bullo1 : Che bambini che siete",Insult-General_Insult,Harasser,False,False
B_2,193,"‎24 / 04 / 18 , 21 : 03 - Bullo1 : Ma crescete",Other,Harasser,False,False
B_2,194,"‎24 / 04 / 18 , 21 : 03 - SupportoVittima2 : Ma chiuditi la bocca",Curse_or_Exclusion,Bystander_defender,False,False
B_2,196,"‎24 / 04 / 18 , 21 : 06 - SupportoVittima2 : Se hai qualche problema vieni pure a dirmelo",Defense,Bystander_defender,False,False
B_2,197,"‎24 / 04 / 18 , 21 : 07 - SupportoVittima2 : Non mi fai paura",Defense,Bystander_defender,False,False
B_2,198,"‎24 / 04 / 18 , 21 : 09 - SupportoBullo1 : Vediamo giovedì a scuola",Threat_or_Blackmail,Bystander_assistant,False,False
B_2,200,"‎24 / 04 / 18 , 21 : 14 - SupportoVittima2 : Se aver problemi venite a dirmelo . Non mascondetevi dietro ad uno schermo",Defense,Bystander_defender,False,False
B_2,201,"‎24 / 04 / 18 , 21 : 19 - Vittima : io non vi capisco , anche voi avreste fatto lo stesso",Defense,Victim,False,False
B_2,202,"‎24 / 04 / 18 , 21 : 20 - Bullo1 : Sono affari nostri di cosa facciamo però tu hai sbagliato ed ci saranno dell brutte conssenguemze",Threat_or_Blackmail,Harasser,False,False
B_2,202,"‎24 / 04 / 18 , 21 : 20 - Bullo1 : Sono affari nostri di cosa facciamo però tu hai sbagliato ed ci saranno dell brutte conssenguemze",Other,Harasser,False,False
B_2,203,"‎24 / 04 / 18 , 21 : 20 - Vittima : mi stai minacciando ?",Defense,Victim,False,False
B_2,205,"‎24 / 04 / 18 , 21 : 21 - Bullo1 : Sto solo dicendo che ci saranno delle conseguenze",Threat_or_Blackmail,Harasser,False,False
B_2,210,"‎24 / 04 / 18 , 21 : 24 - SupportoVittima2 : Non li sopporto più .",Defense,Bystander_defender,False,False
B_2,211,"‎25 / 04 / 18 , 10 : 30 - SupportoBullo1 : Neanche noi sopportiamo più voi",Other,Bystander_assistant,False,False
B_2,212,"‎25 / 04 / 18 , 10 : 37 - Bullo1 : Ma tranquilla tanto da domani non ci daranno piu fastidio",Threat_or_Blackmail,Harasser,False,False
B_2,213,"‎25 / 04 / 18 , 10 : 37 - SupportoVittima1 : Ma stai zitta , nessuno ti ha chiamato",Curse_or_Exclusion,Bystander_defender,False,False
B_2,215,"‎25 / 04 / 18 , 10 : 38 - SupportoVittima2 : Prega solo che non ti veda in classe",Threat_or_Blackmail,Bystander_defender,False,False
B_2,217,"‎25 / 04 / 18 , 10 : 38 - SupportoBullo1 : Ha perché se no ?",Defense,Bystander_assistant,False,False
B_2,218,"‎25 / 04 / 18 , 10 : 38 - Bullo1 : Mi fai ridere",Other,Harasser,False,False
B_2,220,"‎25 / 04 / 18 , 10 : 38 - SupportoVittima2 : Chiuditi la bocca Bullo1",Curse_or_Exclusion,Bystander_defender,False,False
B_2,221,"‎25 / 04 / 18 , 10 : 39 - SupportoVittima2 : Non mi fate paura",Defense,Bystander_defender,False,False
B_2,223,"‎25 / 04 / 18 , 10 : 39 - SupportoVittima2 : Ma stai zitto scimmione",Curse_or_Exclusion,Bystander_defender,False,False
B_2,223,"‎25 / 04 / 18 , 10 : 39 - SupportoVittima2 : Ma stai zitto scimmione",Insult-General_Insult,Bystander_defender,False,False
B_2,225,"‎25 / 04 / 18 , 10 : 40 - SupportoVittima2 : Bau bau lo fa tua mamma",Insult-Attacking_relatives,Bystander_defender,False,False
B_2,228,"‎25 / 04 / 18 , 13 : 30 - SupportoVittima1 : Meglio far ridere che terrorizzare le persone con la vostra faccia",Defense,Bystander_defender,False,False
B_2,230,"‎25 / 04 / 18 , 13 : 51 - SupportoVittima2 : Non ha uno specchio . Perché appena ti vede lo specchio si rompe .",Insult-BodyShame,Bystander_defender,False,False
B_2,237,"‎25 / 04 / 18 , 19 : 40 - SupportoBullo1 : Cmq Vittima è veramente un ignorante perché non sa cosa gli accadrà domani",Insult-General_Insult,Bystander_assistant,False,False
B_2,237,"‎25 / 04 / 18 , 19 : 40 - SupportoBullo1 : Cmq Vittima è veramente un ignorante perché non sa cosa gli accadrà domani",Threat_or_Blackmail,Bystander_assistant,False,False
B_2,242,"‎25 / 04 / 18 , 19 : 42 - SupportoVittima1 : Voi domani a Vittima non fate niente",Defense,Bystander_defender,False,False
B_2,243,"‎25 / 04 / 18 , 19 : 42 - SupportoBullo1 : Vediamo . . . .",Threat_or_Blackmail,Harasser,False,False
B_2,244,"‎25 / 04 / 18 , 19 : 42 - SupportoVittima2 : Se provi a toccarlo ci penso io .",Threat_or_Blackmail,Bystander_defender,False,False
B_2,247,"‎25 / 04 / 18 , 19 : 43 - SupportoVittima1 : Non avete le palle di farlo",Insult-General_Insult,Bystander_defender,False,False
B_2,248,"‎25 / 04 / 18 , 19 : 43 - SupportoVittima1 : Parlate ma non agite",Defense,Bystander_defender,False,False
B_2,249,"‎25 / 04 / 18 , 19 : 46 - SupportoVittima2 : Non avete le palle",Insult-General_Insult,Bystander_defender,False,False
B_2,250,"‎25 / 04 / 18 , 19 : 46 - SupportoVittima2 : Facile parlare da dietro uno schermo",Defense,Bystander_defender,False,False
B_2,251,"‎25 / 04 / 18 , 19 : 46 - SupportoBullo1 : Ok allora vediamo domani",Threat_or_Blackmail,Bystander_assistant,False,False
B_2,253,"‎25 / 04 / 18 , 19 : 47 - SupportoVittima2 : Ci vediamo domani",Threat_or_Blackmail,Bystander_defender,False,False
B_2,255,"‎25 / 04 / 18 , 19 : 47 - SupportoVittima2 : Voglio proprio vedere cosa fate ahahahahah",Other,Bystander_defender,False,False
B_2,259,"‎25 / 04 / 18 , 19 : 49 - SupportoVittima2 : Io gioco a calcio con la tua testa se non lo lasciate stare .",Threat_or_Blackmail,Bystander_defender,False,False
B_2,260,"‎25 / 04 / 18 , 19 : 49 - SupportoVittima1 : Se foste stati al posto suo l ’ avreste fatto anche voi quindi chiudete quella cazzo di bocca",Curse_or_Exclusion,Bystander_defender,False,False
B_2,260,"‎25 / 04 / 18 , 19 : 49 - SupportoVittima1 : Se foste stati al posto suo l ’ avreste fatto anche voi quindi chiudete quella cazzo di bocca",Defense,Bystander_defender,False,False
B_2,261,"‎25 / 04 / 18 , 19 : 50 - Bullo1 : Lo so . che lo fai hai preso da tua madre se giochi come le da vestita immagina dopo",Insult-Attacking_relatives,Harasser,False,False
B_2,266,"‎25 / 04 / 18 , 19 : 57 - SupportoBullo1 : Tu Vittima non dici niente è . . . . hai paura 🤓",Other,Harasser,False,False
B_2,267,"‎25 / 04 / 18 , 19 : 57 - SupportoVittima1 : Paura di voi ? Non credo proprio che ne abbia",Defense,Victim,False,False
B_2,269,"‎25 / 04 / 18 , 20 : 01 - SupportoBullo2 : Ma stai zitta che quella che non ha le palle per farlo sei tu",Curse_or_Exclusion,Bystander_assistant,False,False
B_2,269,"‎25 / 04 / 18 , 20 : 01 - SupportoBullo2 : Ma stai zitta che quella che non ha le palle per farlo sei tu",Insult-General_Insult,Bystander_assistant,False,False
B_2,270,"‎25 / 04 / 18 , 20 : 03 - SupportoVittima1 : Avrà altro da fare invece che stare qui e rispondere a 4 idioti",Defense,Bystander_defender,False,False
B_2,271,"‎25 / 04 / 18 , 20 : 03 - SupportoBullo2 : L ’ idiota sarai tu tesoro",Insult-General_Insult,Bystander_assistant,False,False
B_2,275,"‎25 / 04 / 18 , 20 : 06 - SupportoBullo2 : E allora ? ? ? Ti da fastidio . . . mi dispiace sfigata",Insult-General_Insult,Bystander_assistant,False,False
B_2,277,"‎25 / 04 / 18 , 20 : 08 - SupportoVittima1 : Io ? Sfigata ? Parla quella che si crede dio sceso in terra quando si fa vedere che fuma , non sei più figa se fumi sappilo , e almeno io l ’ anno lo supero con una buona pagella vorrei vedere la tua che quest ’ anno ti bocciano",Defense,Bystander_defender,False,False
B_2,281,"‎25 / 04 / 18 , 20 : 11 - SupportoBullo2 : Ma stai zitta . . . tappati quella bocca del cavolo",Curse_or_Exclusion,Bystander_assistant,False,False
B_2,283,"‎25 / 04 / 18 , 20 : 15 - SupportoVittima1 : E adesso ha visualizzato e nn risponde , quelle che hanno ragione qua sono io e SupportoVittima2 muti",Defense,Bystander_defender,False,False
B_2,283,"‎25 / 04 / 18 , 20 : 15 - SupportoVittima1 : E adesso ha visualizzato e nn risponde , quelle che hanno ragione qua sono io e SupportoVittima2 muti",Curse_or_Exclusion,Bystander_defender,False,False
B_2,286,"‎25 / 04 / 18 , 20 : 24 - SupportoBullo1 : Comunque anche voi state parlando al posto di Vittima . . . poverino non si sa difendere . . . . . 😭 😭 😭",Insult-General_Insult,Bystander_assistant,False,False
B_2,287,"‎25 / 04 / 18 , 20 : 25 - SupportoBullo2 : Dai stronzetta cerca di non farmi incazzare",Insult-General_Insult,Bystander_assistant,False,False
B_2,290,"‎25 / 04 / 18 , 20 : 26 - SupportoVittima1 : Avrà altro da fare , non lo stiamo difendendo , stiamo solo dicendo le cose come stanno",Defense,Bystander_defender,False,False
B_2,291,"‎25 / 04 / 18 , 20 : 27 - SupportoVittima1 : O se no ? Che cosa fai ? Va nel angolino a piangere",Defense,Bystander_defender,False,False
B_2,292,"‎25 / 04 / 18 , 20 : 28 - SupportoBullo1 : Sisi intanto sei tu e Vittima quelli che piangono sempre . .",Defamation,Bystander_assistant,False,False
B_2,293,"‎25 / 04 / 18 , 20 : 29 - SupportoBullo2 : No vado nel angolo a pensare come fartela pagare",Threat_or_Blackmail,Bystander_assistant,False,False
B_2,294,"‎25 / 04 / 18 , 20 : 30 - SupportoVittima1 : Ma si dai che sicuramente quando sarai tornata da scuola quando ti hanno trovato le sigarette avrai iniziato a piangere come non mai",Defamation,Bystander_defender,False,False
B_2,296,"‎25 / 04 / 18 , 20 : 32 - SupportoBullo2 : La sigaretta te la spengo sulla tetta se non stai zitta",Threat_or_Blackmail,Bystander_assistant,False,False
B_2,299,"‎25 / 04 / 18 , 20 : 34 - SupportoVittima1 : O stai aspettando che la mammina ti dica altre cose da scrivere ?",Insult-Attacking_relatives,Bystander_defender,False,False
B_2,301,"‎25 / 04 / 18 , 20 : 36 - SupportoBullo2 : 🖕",Insult-General_Insult,Bystander_assistant,False,False
B_2,306,"‎25 / 04 / 18 , 20 : 47 - SupportoBullo1 : Si ma non ho chiesto a te perché per me non esisti",Curse_or_Exclusion,Bystander_assistant,False,False
B_2,307,"‎26 / 04 / 18 , 19 : 20 - SupportoBullo1 : Vittima è uno spione ! !",Insult-General_Insult,Bystander_assistant,False,False
B_2,308,"‎26 / 04 / 18 , 19 : 21 - SupportoVittima2 : Esatto",Encouragement_to_the_Harasser,Bystander_defender,False,False
B_2,310,"‎26 / 04 / 18 , 19 : 22 - SupportoBullo1 : Allora sei d'accordo con noi nerd",Insult-General_Insult,Bystander_assistant,False,False
B_2,314,"‎26 / 04 / 18 , 19 : 40 - SupportoVittima2 : Non è vero",Defense,Bystander_defender,False,False
B_2,315,"‎26 / 04 / 18 , 19 : 40 - SupportoVittima2 : Lasciatelo stare .",Defense,Bystander_defender,False,False
B_2,316,"‎26 / 04 / 18 , 19 : 50 - SupportoVittima1 : Basta !",Defense,Bystander_defender,False,False
B_2,317,"‎26 / 04 / 18 , 19 : 50 - SupportoVittima1 : Ha fatto la cosa giusta punto",Defense,Bystander_defender,False,False
B_2,318,"‎26 / 04 / 18 , 20 : 25 - SupportoBullo1 : Non è vero è solo un cretino spione secchione",Insult-General_Insult,Bystander_assistant,False,False
B_2,319,"‎26 / 04 / 18 , 20 : 33 - SupportoVittima2 : Avete rotto con sta storia .",Defense,Bystander_defender,False,False
B_2,321,"‎26 / 04 / 18 , 20 : 34 - SupportoVittima2 : Lasciatelo stare .",Defense,Bystander_defender,False,False
B_2,324,"‎26 / 04 / 18 , 21 : 05 - SupportoVittima2 : Ma cosa c'entra lui ? Se verrete bocciati è colpa vostra . Solo colpa vostra .",Defense,Bystander_defender,False,False
B_2,326,"‎26 / 04 / 18 , 22 : 08 - SupportoVittima2 : Ha fatto bene",Defense,Bystander_defender,False,False
B_2,327,"‎26 / 04 / 18 , 22 : 10 - SupportoVittima1 : Parlavate tanto , di domani , che glie la fate pagare ma oggi non avete nemmeno avuto il coraggio di guardarlo in faccia . . . poverini mi fate pena",Insult-General_Insult,Bystander_defender,False,False
B_2,329,"‎27 / 04 / 18 , 15 : 19 - SupportoBullo1 : Ma stai zitta che lo abbiamo minacciato anche oggi quel maiale",Insult-General_Insult,Bystander_assistant,False,False
B_2,329,"‎27 / 04 / 18 , 15 : 19 - SupportoBullo1 : Ma stai zitta che lo abbiamo minacciato anche oggi quel maiale",Curse_or_Exclusion,Bystander_assistant,False,False
B_2,330,"‎27 / 04 / 18 , 15 : 19 - SupportoBullo1 : 🐷",Insult-General_Insult,Bystander_assistant,False,False
B_2,332,"‎27 / 04 / 18 , 17 : 30 - Vittima : continuate a prendervela con me ma lo sappiamo tutti che avreste fatto lo stesso anche voi",Defense,Victim,False,False
